ips_allocated,subnet_id,subnet_size,month,year,avg_ips_allocated_last_month
219,6,256,5,2023,95.36666666666666
180,4,256,7,2023,83.76666666666667
136,8,256,7,2023,84.0
200,4,256,2,2023,83.74193548387096
177,7,256,4,2023,82.93548387096774
37,9,128,7,2023,77.43333333333334
100,1,128,8,2023,78.80645161290323
152,5,256,5,2023,79.4
217,4,256,10,2023,93.83333333333333
177,2,256,2,2023,74.45161290322581
109,8,128,8,2023,95.61290322580645
39,7,256,9,2023,69.12903225806451
62,9,128,1,2023,0.0
193,10,256,4,2023,90.0
24,8,256,6,2023,89.48387096774194
86,10,128,10,2023,85.7
65,7,128,5,2023,86.1
40,1,256,5,2023,86.53333333333333
26,7,256,8,2023,90.35483870967742
9,4,256,2,2023,83.74193548387096
15,4,128,2,2023,83.74193548387096
112,10,128,4,2023,90.0
31,10,128,8,2023,101.16129032258064
57,6,128,9,2023,77.16129032258064
105,8,128,11,2023,104.2258064516129
15,3,128,10,2023,84.73333333333333
12,7,128,9,2023,69.12903225806451
56,9,128,12,2023,73.7
160,4,256,4,2023,74.09677419354838
19,5,128,3,2023,78.35714285714286
31,3,128,12,2023,74.53333333333333
98,10,128,9,2023,99.70967741935483
117,6,256,11,2023,78.64516129032258
74,6,256,10,2023,95.46666666666667
26,6,128,4,2023,98.90322580645162
167,2,256,10,2023,87.86666666666666
5,8,128,9,2023,81.38709677419355
106,7,128,11,2023,84.19354838709677
38,4,128,10,2023,93.83333333333333
30,5,256,7,2023,71.56666666666666
67,4,128,10,2023,93.83333333333333
57,4,256,5,2023,84.0
40,10,128,6,2023,95.16129032258064
25,7,256,8,2023,90.35483870967742
71,3,128,7,2023,72.1
89,1,128,6,2023,85.35483870967742
200,10,256,4,2023,90.0
21,7,128,4,2023,82.93548387096774
10,10,256,10,2023,85.7
23,4,128,5,2023,84.0
83,2,128,11,2023,84.12903225806451
220,9,256,9,2023,104.35483870967742
16,5,128,9,2023,59.38709677419355
45,10,128,2,2023,79.96774193548387
89,1,128,4,2023,63.32258064516129
110,3,256,2,2023,91.03225806451613
99,8,256,6,2023,89.48387096774194
68,8,256,4,2023,82.6774193548387
61,1,256,10,2023,71.93333333333334
73,3,256,7,2023,72.1
52,3,256,1,2023,0.0
93,9,128,11,2023,78.45161290322581
54,10,128,4,2023,90.0
101,7,256,5,2023,86.1
21,4,256,3,2023,84.0
83,3,128,4,2023,81.41935483870968
226,3,256,8,2023,100.80645161290323
73,1,256,8,2023,78.80645161290323
146,3,256,10,2023,84.73333333333333
101,10,128,3,2023,105.53571428571429
100,2,128,8,2023,73.7741935483871
69,1,128,11,2023,78.90322580645162
29,3,128,12,2023,74.53333333333333
67,4,128,3,2023,84.0
61,2,128,1,2023,0.0
77,3,128,3,2023,73.82142857142857
10,2,256,8,2023,73.7741935483871
86,9,128,10,2023,78.0
39,8,128,2,2023,94.0
44,10,256,4,2023,90.0
85,7,256,10,2023,73.3
60,6,128,2,2023,85.16129032258064
180,4,256,6,2023,80.35483870967742
57,3,128,3,2023,73.82142857142857
99,7,256,3,2023,74.57142857142857
112,2,128,10,2023,87.86666666666666
76,5,128,8,2023,77.87096774193549
163,7,256,3,2023,74.57142857142857
80,7,256,11,2023,84.19354838709677
192,3,256,3,2023,73.82142857142857
26,9,128,9,2023,104.35483870967742
6,4,128,1,2023,0.0
98,2,128,4,2023,98.90322580645162
50,7,128,1,2023,0.0
32,9,128,7,2023,77.43333333333334
104,1,256,9,2023,95.54838709677419
36,7,128,11,2023,84.19354838709677
8,9,128,3,2023,78.5
43,7,256,3,2023,74.57142857142857
96,4,128,2,2023,83.74193548387096
61,4,128,1,2023,0.0
90,10,128,2,2023,79.96774193548387
214,10,256,2,2023,79.96774193548387
140,7,256,5,2023,86.1
81,8,128,2,2023,94.0
134,8,256,3,2023,86.14285714285714
110,1,256,12,2023,92.3
29,1,256,3,2023,84.67857142857143
148,8,256,8,2023,95.61290322580645
110,8,128,7,2023,84.0
62,2,128,5,2023,73.53333333333333
27,4,128,12,2023,78.33333333333333
93,8,128,6,2023,89.48387096774194
101,1,256,9,2023,95.54838709677419
95,2,256,4,2023,98.90322580645162
139,4,256,8,2023,88.51612903225806
29,10,256,4,2023,90.0
114,1,128,5,2023,86.53333333333333
168,2,256,9,2023,85.09677419354838
161,1,256,10,2023,71.93333333333334
36,1,128,10,2023,71.93333333333334
85,6,256,5,2023,95.36666666666666
96,2,256,12,2023,78.2
68,6,128,4,2023,98.90322580645162
28,4,128,7,2023,83.76666666666667
202,2,256,10,2023,87.86666666666666
101,7,128,3,2023,74.57142857142857
73,3,256,11,2023,90.06451612903226
172,5,256,9,2023,59.38709677419355
21,9,128,3,2023,78.5
85,9,256,8,2023,86.7741935483871
88,1,128,8,2023,78.80645161290323
27,5,256,8,2023,77.87096774193549
95,7,128,12,2023,86.03333333333333
52,2,256,9,2023,85.09677419354838
78,9,128,1,2023,0.0
142,3,256,10,2023,84.73333333333333
100,4,128,1,2023,0.0
127,2,256,1,2023,0.0
101,9,128,1,2023,0.0
13,1,128,7,2023,86.26666666666667
90,3,256,3,2023,73.82142857142857
27,9,256,7,2023,77.43333333333334
43,4,128,5,2023,84.0
202,1,256,4,2023,63.32258064516129
22,9,256,12,2023,73.7
53,6,128,6,2023,89.74193548387096
207,7,256,8,2023,90.35483870967742
211,8,256,6,2023,89.48387096774194
115,2,128,5,2023,73.53333333333333
36,7,256,1,2023,0.0
72,4,128,11,2023,80.58064516129032
32,1,256,5,2023,86.53333333333333
1,4,256,11,2023,80.58064516129032
62,10,256,4,2023,90.0
45,1,256,7,2023,86.26666666666667
19,1,256,1,2023,0.0
28,2,128,6,2023,83.25806451612904
82,3,256,2,2023,91.03225806451613
9,2,256,8,2023,73.7741935483871
76,5,128,2,2023,97.87096774193549
99,7,256,2,2023,66.80645161290323
12,2,256,1,2023,0.0
51,1,128,11,2023,78.90322580645162
63,8,128,1,2023,0.0
173,3,256,3,2023,73.82142857142857
34,8,256,1,2023,0.0
69,3,128,9,2023,107.09677419354838
110,6,128,9,2023,77.16129032258064
62,8,128,2,2023,94.0
9,8,256,5,2023,86.3
40,10,256,5,2023,91.06666666666666
43,5,128,5,2023,79.4
93,7,128,5,2023,86.1
18,7,256,5,2023,86.1
84,8,128,3,2023,86.14285714285714
48,7,128,6,2023,105.6774193548387
60,8,128,10,2023,83.53333333333333
39,2,256,3,2023,89.17857142857143
63,1,256,3,2023,84.67857142857143
16,10,128,2,2023,79.96774193548387
92,8,256,5,2023,86.3
175,3,256,5,2023,81.36666666666666
45,2,128,12,2023,78.2
92,2,128,3,2023,89.17857142857143
118,7,256,7,2023,77.43333333333334
4,7,128,1,2023,0.0
19,6,128,10,2023,95.46666666666667
92,2,128,10,2023,87.86666666666666
28,5,128,6,2023,97.3225806451613
7,6,128,11,2023,78.64516129032258
21,4,256,7,2023,83.76666666666667
153,7,256,11,2023,84.19354838709677
227,4,256,6,2023,80.35483870967742
40,2,128,8,2023,73.7741935483871
171,6,256,4,2023,98.90322580645162
31,9,256,4,2023,78.6774193548387
10,10,128,3,2023,105.53571428571429
37,10,256,1,2023,0.0
133,5,256,5,2023,79.4
179,10,256,7,2023,80.43333333333334
46,7,256,1,2023,0.0
15,6,128,1,2023,0.0
7,1,256,3,2023,84.67857142857143
39,1,128,12,2023,92.3
54,7,128,4,2023,82.93548387096774
138,9,256,2,2023,86.58064516129032
33,5,256,7,2023,71.56666666666666
207,1,256,7,2023,86.26666666666667
40,4,128,5,2023,84.0
80,10,128,5,2023,91.06666666666666
76,2,256,10,2023,87.86666666666666
129,8,256,12,2023,95.6
111,6,128,7,2023,76.76666666666667
29,9,128,9,2023,104.35483870967742
112,7,128,11,2023,84.19354838709677
44,2,256,9,2023,85.09677419354838
73,2,128,6,2023,83.25806451612904
90,2,256,7,2023,90.7
28,5,128,5,2023,79.4
12,2,256,12,2023,78.2
113,10,128,4,2023,90.0
96,10,128,10,2023,85.7
80,7,128,4,2023,82.93548387096774
108,2,128,12,2023,78.2
176,6,256,1,2023,0.0
134,10,256,5,2023,91.06666666666666
102,3,256,10,2023,84.73333333333333
18,8,128,7,2023,84.0
126,10,256,4,2023,90.0
14,9,128,3,2023,78.5
79,3,128,7,2023,72.1
4,1,128,1,2023,0.0
27,6,128,6,2023,89.74193548387096
204,6,256,3,2023,49.392857142857146
72,5,256,10,2023,58.96666666666667
115,2,128,9,2023,85.09677419354838
207,9,256,3,2023,78.5
11,6,128,5,2023,95.36666666666666
17,6,128,3,2023,49.392857142857146
88,9,128,2,2023,86.58064516129032
149,8,256,12,2023,95.6
80,9,256,1,2023,0.0
24,7,128,9,2023,69.12903225806451
88,8,128,12,2023,95.6
59,1,128,10,2023,71.93333333333334
195,3,256,3,2023,73.82142857142857
36,10,128,1,2023,0.0
75,10,128,12,2023,83.86666666666666
6,5,128,6,2023,97.3225806451613
44,5,256,3,2023,78.35714285714286
13,4,256,10,2023,93.83333333333333
31,6,256,1,2023,0.0
45,10,256,10,2023,85.7
63,5,256,8,2023,77.87096774193549
56,10,256,4,2023,90.0
145,3,256,12,2023,74.53333333333333
61,9,128,5,2023,69.3
112,3,256,2,2023,91.03225806451613
186,2,256,8,2023,73.7741935483871
147,5,256,11,2023,89.83870967741936
56,2,128,2,2023,74.45161290322581
220,4,256,12,2023,78.33333333333333
60,7,256,9,2023,69.12903225806451
50,2,128,8,2023,73.7741935483871
165,9,256,12,2023,73.7
153,8,256,1,2023,0.0
111,5,128,11,2023,89.83870967741936
21,9,256,6,2023,89.0
88,7,128,3,2023,74.57142857142857
148,4,256,2,2023,83.74193548387096
5,5,128,6,2023,97.3225806451613
207,3,256,1,2023,0.0
221,4,256,7,2023,83.76666666666667
67,6,128,5,2023,95.36666666666666
19,7,256,8,2023,90.35483870967742
0,1,128,9,2023,95.54838709677419
184,1,256,11,2023,78.90322580645162
119,1,256,4,2023,63.32258064516129
8,3,256,6,2023,114.2258064516129
68,3,256,1,2023,0.0
186,1,256,10,2023,71.93333333333334
115,8,128,3,2023,86.14285714285714
73,1,128,6,2023,85.35483870967742
104,4,128,10,2023,93.83333333333333
8,4,128,7,2023,83.76666666666667
123,7,256,8,2023,90.35483870967742
111,5,128,7,2023,71.56666666666666
10,2,256,5,2023,73.53333333333333
53,2,256,8,2023,73.7741935483871
115,4,128,10,2023,93.83333333333333
96,5,128,9,2023,59.38709677419355
118,6,256,11,2023,78.64516129032258
182,10,256,4,2023,90.0
4,5,256,7,2023,71.56666666666666
48,10,128,4,2023,90.0
52,4,256,11,2023,80.58064516129032
169,9,256,6,2023,89.0
67,7,128,7,2023,77.43333333333334
98,3,128,10,2023,84.73333333333333
22,2,256,11,2023,84.12903225806451
49,10,256,7,2023,80.43333333333334
9,3,128,11,2023,90.06451612903226
64,8,256,7,2023,84.0
91,2,256,8,2023,73.7741935483871
91,10,128,8,2023,101.16129032258064
114,1,128,11,2023,78.90322580645162
86,4,256,3,2023,84.0
68,3,128,4,2023,81.41935483870968
12,5,128,12,2023,75.5
64,4,128,2,2023,83.74193548387096
98,7,256,10,2023,73.3
19,1,128,2,2023,96.25806451612904
112,2,128,7,2023,90.7
17,10,128,3,2023,105.53571428571429
111,3,256,3,2023,73.82142857142857
61,9,128,8,2023,86.7741935483871
79,3,256,5,2023,81.36666666666666
16,5,256,8,2023,77.87096774193549
77,8,128,2,2023,94.0
25,8,128,6,2023,89.48387096774194
34,8,256,1,2023,0.0
16,8,128,6,2023,89.48387096774194
143,1,256,7,2023,86.26666666666667
67,5,256,2,2023,97.87096774193549
65,10,128,9,2023,99.70967741935483
106,7,256,4,2023,82.93548387096774
20,3,128,1,2023,0.0
188,1,256,1,2023,0.0
91,5,128,9,2023,59.38709677419355
55,4,128,4,2023,74.09677419354838
123,1,256,8,2023,78.80645161290323
71,5,128,7,2023,71.56666666666666
108,7,128,5,2023,86.1
114,8,128,8,2023,95.61290322580645
69,7,256,4,2023,82.93548387096774
49,7,256,12,2023,86.03333333333333
220,8,256,11,2023,104.2258064516129
54,2,256,5,2023,73.53333333333333
210,9,256,1,2023,0.0
153,8,256,2,2023,94.0
28,7,128,10,2023,73.3
114,8,256,6,2023,89.48387096774194
51,1,128,8,2023,78.80645161290323
98,10,128,6,2023,95.16129032258064
78,9,128,3,2023,78.5
131,5,256,7,2023,71.56666666666666
87,5,128,5,2023,79.4
84,2,128,4,2023,98.90322580645162
211,5,256,5,2023,79.4
89,4,128,11,2023,80.58064516129032
132,4,256,11,2023,80.58064516129032
48,1,128,11,2023,78.90322580645162
65,3,128,7,2023,72.1
223,8,256,4,2023,82.6774193548387
32,4,128,1,2023,0.0
39,7,128,11,2023,84.19354838709677
136,9,256,2,2023,86.58064516129032
54,1,128,6,2023,85.35483870967742
164,9,256,6,2023,89.0
59,8,128,10,2023,83.53333333333333
16,3,128,4,2023,81.41935483870968
83,1,256,7,2023,86.26666666666667
90,1,128,5,2023,86.53333333333333
33,5,128,1,2023,0.0
128,7,256,7,2023,77.43333333333334
9,5,128,11,2023,89.83870967741936
96,5,128,4,2023,81.90322580645162
99,3,128,4,2023,81.41935483870968
2,6,128,10,2023,95.46666666666667
75,7,128,7,2023,77.43333333333334
58,5,256,9,2023,59.38709677419355
58,10,128,3,2023,105.53571428571429
49,5,256,11,2023,89.83870967741936
189,1,256,7,2023,86.26666666666667
24,1,128,5,2023,86.53333333333333
18,1,128,4,2023,63.32258064516129
207,10,256,3,2023,105.53571428571429
16,3,128,4,2023,81.41935483870968
98,9,128,9,2023,104.35483870967742
122,2,256,12,2023,78.2
208,1,256,4,2023,63.32258064516129
115,1,128,10,2023,71.93333333333334
31,1,256,10,2023,71.93333333333334
65,3,128,9,2023,107.09677419354838
68,10,128,3,2023,105.53571428571429
142,1,256,11,2023,78.90322580645162
62,2,256,2,2023,74.45161290322581
8,9,256,6,2023,89.0
90,10,128,10,2023,85.7
5,5,256,3,2023,78.35714285714286
83,1,128,2,2023,96.25806451612904
27,8,256,12,2023,95.6
42,6,128,12,2023,88.76666666666667
44,2,256,1,2023,0.0
91,2,128,6,2023,83.25806451612904
83,2,128,10,2023,87.86666666666666
3,7,256,9,2023,69.12903225806451
71,8,128,12,2023,95.6
99,5,256,6,2023,97.3225806451613
101,8,128,9,2023,81.38709677419355
63,6,128,10,2023,95.46666666666667
52,6,128,5,2023,95.36666666666666
226,8,256,10,2023,83.53333333333333
5,7,256,1,2023,0.0
80,9,256,7,2023,77.43333333333334
72,2,128,2,2023,74.45161290322581
174,4,256,7,2023,83.76666666666667
12,7,256,12,2023,86.03333333333333
87,3,128,7,2023,72.1
183,3,256,7,2023,72.1
182,4,256,7,2023,83.76666666666667
108,8,128,5,2023,86.3
13,5,128,7,2023,71.56666666666666
131,1,256,7,2023,86.26666666666667
132,2,256,1,2023,0.0
62,9,128,6,2023,89.0
196,2,256,9,2023,85.09677419354838
11,2,128,10,2023,87.86666666666666
18,2,256,1,2023,0.0
42,3,128,11,2023,90.06451612903226
78,1,128,4,2023,63.32258064516129
98,4,128,11,2023,80.58064516129032
41,2,256,7,2023,90.7
207,8,256,4,2023,82.6774193548387
194,8,256,8,2023,95.61290322580645
36,4,128,9,2023,90.12903225806451
154,10,256,9,2023,99.70967741935483
117,6,256,6,2023,89.74193548387096
7,2,128,1,2023,0.0
41,8,128,2,2023,94.0
24,6,256,10,2023,95.46666666666667
132,9,256,12,2023,73.7
163,10,256,4,2023,90.0
101,5,256,8,2023,77.87096774193549
36,2,256,10,2023,87.86666666666666
63,7,256,1,2023,0.0
59,8,128,7,2023,84.0
46,9,128,3,2023,78.5
217,5,256,1,2023,0.0
72,3,256,4,2023,81.41935483870968
140,3,256,8,2023,100.80645161290323
76,10,256,7,2023,80.43333333333334
32,7,256,4,2023,82.93548387096774
226,4,256,5,2023,84.0
62,3,128,11,2023,90.06451612903226
99,1,256,4,2023,63.32258064516129
156,4,256,9,2023,90.12903225806451
29,2,128,1,2023,0.0
201,2,256,4,2023,98.90322580645162
65,4,128,6,2023,80.35483870967742
101,6,128,4,2023,98.90322580645162
84,5,128,2,2023,97.87096774193549
106,9,128,9,2023,104.35483870967742
128,2,256,7,2023,90.7
165,9,256,3,2023,78.5
68,8,128,8,2023,95.61290322580645
46,10,128,6,2023,95.16129032258064
87,6,128,7,2023,76.76666666666667
16,5,128,5,2023,79.4
80,4,128,6,2023,80.35483870967742
162,10,256,12,2023,83.86666666666666
37,4,128,5,2023,84.0
91,6,128,2,2023,85.16129032258064
1,2,128,3,2023,89.17857142857143
67,1,128,2,2023,96.25806451612904
79,3,128,7,2023,72.1
23,4,128,5,2023,84.0
41,4,256,1,2023,0.0
52,3,256,10,2023,84.73333333333333
125,6,256,12,2023,88.76666666666667
21,1,128,11,2023,78.90322580645162
219,8,256,12,2023,95.6
129,10,256,9,2023,99.70967741935483
32,7,128,1,2023,0.0
120,10,256,4,2023,90.0
62,1,128,5,2023,86.53333333333333
111,6,256,6,2023,89.74193548387096
90,1,128,1,2023,0.0
4,7,256,5,2023,86.1
226,2,256,1,2023,0.0
20,9,128,5,2023,69.3
181,9,256,6,2023,89.0
50,10,128,1,2023,0.0
103,10,128,7,2023,80.43333333333334
15,3,128,8,2023,100.80645161290323
216,4,256,9,2023,90.12903225806451
194,6,256,7,2023,76.76666666666667
23,9,256,12,2023,73.7
82,3,256,11,2023,90.06451612903226
100,1,128,12,2023,92.3
2,8,256,9,2023,81.38709677419355
71,5,128,5,2023,79.4
71,6,128,8,2023,108.06451612903226
84,3,128,12,2023,74.53333333333333
76,10,128,2,2023,79.96774193548387
51,1,128,9,2023,95.54838709677419
1,5,128,10,2023,58.96666666666667
3,1,128,9,2023,95.54838709677419
186,2,256,10,2023,87.86666666666666
125,3,256,10,2023,84.73333333333333
96,10,128,10,2023,85.7
93,4,128,8,2023,88.51612903225806
56,4,128,7,2023,83.76666666666667
4,9,128,11,2023,78.45161290322581
44,6,128,7,2023,76.76666666666667
174,9,256,2,2023,86.58064516129032
83,5,128,11,2023,89.83870967741936
17,5,256,12,2023,75.5
6,4,256,4,2023,74.09677419354838
173,10,256,11,2023,89.09677419354838
135,5,256,1,2023,0.0
42,3,128,6,2023,114.2258064516129
8,5,128,9,2023,59.38709677419355
201,5,256,4,2023,81.90322580645162
131,8,256,12,2023,95.6
86,1,128,4,2023,63.32258064516129
125,8,256,2,2023,94.0
31,1,128,9,2023,95.54838709677419
8,2,128,4,2023,98.90322580645162
47,7,128,2,2023,66.80645161290323
61,4,128,12,2023,78.33333333333333
71,2,128,4,2023,98.90322580645162
176,3,256,1,2023,0.0
87,7,128,11,2023,84.19354838709677
116,8,256,2,2023,94.0
126,1,256,10,2023,71.93333333333334
63,6,128,2,2023,85.16129032258064
50,6,128,9,2023,77.16129032258064
22,2,256,11,2023,84.12903225806451
58,5,128,6,2023,97.3225806451613
147,10,256,7,2023,80.43333333333334
64,9,128,1,2023,0.0
63,3,128,8,2023,100.80645161290323
181,1,256,12,2023,92.3
127,10,256,3,2023,105.53571428571429
78,10,128,5,2023,91.06666666666666
36,9,128,8,2023,86.7741935483871
8,7,128,8,2023,90.35483870967742
71,8,256,10,2023,83.53333333333333
1,3,128,4,2023,81.41935483870968
114,5,128,2,2023,97.87096774193549
52,6,128,12,2023,88.76666666666667
45,2,256,3,2023,89.17857142857143
22,4,256,9,2023,90.12903225806451
142,6,256,9,2023,77.16129032258064
165,9,256,5,2023,69.3
42,1,128,3,2023,84.67857142857143
223,5,256,3,2023,78.35714285714286
15,9,256,7,2023,77.43333333333334
8,10,256,2,2023,79.96774193548387
18,8,128,2,2023,94.0
34,3,256,12,2023,74.53333333333333
84,3,256,5,2023,81.36666666666666
168,9,256,10,2023,78.0
67,7,128,2,2023,66.80645161290323
215,9,256,1,2023,0.0
61,4,128,3,2023,84.0
69,7,256,7,2023,77.43333333333334
169,2,256,6,2023,83.25806451612904
204,6,256,4,2023,98.90322580645162
15,1,128,10,2023,71.93333333333334
178,3,256,7,2023,72.1
91,10,128,9,2023,99.70967741935483
82,2,256,12,2023,78.2
72,9,256,10,2023,78.0
73,5,128,1,2023,0.0
100,5,128,9,2023,59.38709677419355
102,10,128,5,2023,91.06666666666666
83,6,128,4,2023,98.90322580645162
110,9,128,9,2023,104.35483870967742
38,3,256,4,2023,81.41935483870968
88,1,256,1,2023,0.0
180,1,256,1,2023,0.0
87,9,128,1,2023,0.0
139,2,256,11,2023,84.12903225806451
80,3,128,10,2023,84.73333333333333
9,3,256,1,2023,0.0
76,5,128,3,2023,78.35714285714286
20,6,128,7,2023,76.76666666666667
11,8,128,3,2023,86.14285714285714
172,2,256,3,2023,89.17857142857143
13,9,256,2,2023,86.58064516129032
192,1,256,2,2023,96.25806451612904
65,3,256,11,2023,90.06451612903226
84,2,256,5,2023,73.53333333333333
39,2,128,12,2023,78.2
69,2,128,7,2023,90.7
171,5,256,8,2023,77.87096774193549
78,5,128,3,2023,78.35714285714286
111,1,128,9,2023,95.54838709677419
17,7,256,2,2023,66.80645161290323
181,9,256,12,2023,73.7
55,10,256,12,2023,83.86666666666666
46,5,256,5,2023,79.4
186,3,256,4,2023,81.41935483870968
77,9,256,9,2023,104.35483870967742
78,3,256,7,2023,72.1
154,4,256,10,2023,93.83333333333333
65,6,128,11,2023,78.64516129032258
22,5,256,9,2023,59.38709677419355
209,3,256,2,2023,91.03225806451613
47,7,256,3,2023,74.57142857142857
190,1,256,7,2023,86.26666666666667
8,8,256,3,2023,86.14285714285714
35,4,128,7,2023,83.76666666666667
202,6,256,11,2023,78.64516129032258
136,5,256,2,2023,97.87096774193549
70,10,128,10,2023,85.7
100,4,256,8,2023,88.51612903225806
9,10,128,8,2023,101.16129032258064
16,3,128,12,2023,74.53333333333333
36,10,128,1,2023,0.0
24,10,128,9,2023,99.70967741935483
64,8,128,2,2023,94.0
155,6,256,9,2023,77.16129032258064
10,9,128,6,2023,89.0
136,5,256,5,2023,79.4
33,2,128,9,2023,85.09677419354838
151,8,256,6,2023,89.48387096774194
79,10,128,6,2023,95.16129032258064
164,2,256,12,2023,78.2
7,1,128,4,2023,63.32258064516129
71,9,256,10,2023,78.0
49,5,128,6,2023,97.3225806451613
6,1,128,10,2023,71.93333333333334
68,10,128,3,2023,105.53571428571429
72,9,128,11,2023,78.45161290322581
6,1,128,7,2023,86.26666666666667
34,4,256,3,2023,84.0
129,10,256,3,2023,105.53571428571429
103,8,128,9,2023,81.38709677419355
112,9,128,8,2023,86.7741935483871
82,7,128,4,2023,82.93548387096774
169,4,256,11,2023,80.58064516129032
32,4,128,11,2023,80.58064516129032
76,1,256,4,2023,63.32258064516129
0,6,128,6,2023,89.74193548387096
27,6,256,2,2023,85.16129032258064
57,10,256,11,2023,89.09677419354838
42,10,256,12,2023,83.86666666666666
6,5,128,1,2023,0.0
192,3,256,7,2023,72.1
137,7,256,5,2023,86.1
45,9,256,3,2023,78.5
148,5,256,4,2023,81.90322580645162
108,5,128,8,2023,77.87096774193549
42,6,128,9,2023,77.16129032258064
43,6,128,12,2023,88.76666666666667
1,8,128,11,2023,104.2258064516129
26,7,256,4,2023,82.93548387096774
129,6,256,5,2023,95.36666666666666
178,3,256,1,2023,0.0
50,5,128,8,2023,77.87096774193549
74,6,128,3,2023,49.392857142857146
24,10,256,12,2023,83.86666666666666
16,10,128,6,2023,95.16129032258064
57,4,128,9,2023,90.12903225806451
197,5,256,6,2023,97.3225806451613
10,8,128,7,2023,84.0
52,9,128,1,2023,0.0
4,1,128,5,2023,86.53333333333333
168,8,256,3,2023,86.14285714285714
45,4,256,5,2023,84.0
107,8,128,4,2023,82.6774193548387
26,6,256,7,2023,76.76666666666667
54,10,128,11,2023,89.09677419354838
60,6,128,2,2023,85.16129032258064
170,3,256,5,2023,81.36666666666666
93,6,256,11,2023,78.64516129032258
201,6,256,3,2023,49.392857142857146
161,6,256,1,2023,0.0
46,10,256,11,2023,89.09677419354838
54,2,128,11,2023,84.12903225806451
158,4,256,4,2023,74.09677419354838
71,2,256,7,2023,90.7
72,4,256,8,2023,88.51612903225806
46,5,256,5,2023,79.4
77,8,256,10,2023,83.53333333333333
74,9,128,8,2023,86.7741935483871
9,5,128,4,2023,81.90322580645162
22,9,256,2,2023,86.58064516129032
212,10,256,4,2023,90.0
103,5,128,7,2023,71.56666666666666
11,2,128,3,2023,89.17857142857143
43,4,128,6,2023,80.35483870967742
74,6,256,2,2023,85.16129032258064
17,10,256,8,2023,101.16129032258064
56,4,128,4,2023,74.09677419354838
194,5,256,5,2023,79.4
136,9,256,1,2023,0.0
79,6,128,7,2023,76.76666666666667
50,5,128,7,2023,71.56666666666666
12,2,128,4,2023,98.90322580645162
115,3,256,7,2023,72.1
8,3,128,1,2023,0.0
91,4,128,12,2023,78.33333333333333
7,3,256,9,2023,107.09677419354838
10,5,256,9,2023,59.38709677419355
202,8,256,7,2023,84.0
82,2,128,5,2023,73.53333333333333
4,5,128,3,2023,78.35714285714286
36,1,128,2,2023,96.25806451612904
204,7,256,10,2023,73.3
212,10,256,12,2023,83.86666666666666
222,8,256,1,2023,0.0
85,4,128,12,2023,78.33333333333333
152,10,256,12,2023,83.86666666666666
208,6,256,7,2023,76.76666666666667
175,10,256,5,2023,91.06666666666666
98,4,256,7,2023,83.76666666666667
38,5,128,9,2023,59.38709677419355
122,10,256,9,2023,99.70967741935483
4,2,128,8,2023,73.7741935483871
115,2,128,4,2023,98.90322580645162
215,8,256,11,2023,104.2258064516129
100,6,256,3,2023,49.392857142857146
114,3,256,9,2023,107.09677419354838
74,2,128,5,2023,73.53333333333333
65,2,128,7,2023,90.7
42,3,256,3,2023,73.82142857142857
50,9,256,9,2023,104.35483870967742
7,1,128,12,2023,92.3
99,7,128,1,2023,0.0
86,8,128,8,2023,95.61290322580645
48,3,128,9,2023,107.09677419354838
25,1,128,9,2023,95.54838709677419
200,2,256,9,2023,85.09677419354838
32,6,128,12,2023,88.76666666666667
186,6,256,6,2023,89.74193548387096
78,8,256,3,2023,86.14285714285714
54,5,128,4,2023,81.90322580645162
95,4,256,12,2023,78.33333333333333
20,3,128,9,2023,107.09677419354838
95,6,256,5,2023,95.36666666666666
91,8,256,11,2023,104.2258064516129
202,5,256,3,2023,78.35714285714286
45,1,128,2,2023,96.25806451612904
57,7,128,4,2023,82.93548387096774
62,6,128,11,2023,78.64516129032258
228,8,256,5,2023,86.3
57,10,256,9,2023,99.70967741935483
217,1,256,7,2023,86.26666666666667
70,3,128,5,2023,81.36666666666666
70,10,128,12,2023,83.86666666666666
123,8,256,10,2023,83.53333333333333
173,10,256,10,2023,85.7
56,9,256,5,2023,69.3
1,9,256,8,2023,86.7741935483871
140,7,256,10,2023,73.3
216,8,256,11,2023,104.2258064516129
65,6,256,4,2023,98.90322580645162
16,2,128,9,2023,85.09677419354838
168,3,256,5,2023,81.36666666666666
193,9,256,6,2023,89.0
111,5,256,8,2023,77.87096774193549
201,3,256,9,2023,107.09677419354838
41,2,128,9,2023,85.09677419354838
98,4,128,3,2023,84.0
159,4,256,3,2023,84.0
4,1,128,7,2023,86.26666666666667
27,6,128,4,2023,98.90322580645162
226,2,256,1,2023,0.0
207,6,256,11,2023,78.64516129032258
13,9,128,2,2023,86.58064516129032
152,8,256,10,2023,83.53333333333333
66,9,256,11,2023,78.45161290322581
53,6,256,3,2023,49.392857142857146
50,2,128,1,2023,0.0
45,6,128,1,2023,0.0
110,7,256,10,2023,73.3
53,5,256,6,2023,97.3225806451613
87,1,128,2,2023,96.25806451612904
167,1,256,5,2023,86.53333333333333
95,4,128,3,2023,84.0
31,5,128,8,2023,77.87096774193549
19,9,256,2,2023,86.58064516129032
158,7,256,12,2023,86.03333333333333
88,10,256,7,2023,80.43333333333334
6,2,256,8,2023,73.7741935483871
120,7,256,7,2023,77.43333333333334
